0	1	1	1	1	1	1	1	1	1	60.47	0.015	0.956	0	0.004	0.025	2
0	0	0	0	0	0	0	0	0	0	73.41	0.004	0	0.996	0	0.001	3
0	0	0	0	0	0	0	0	0	0	.	0.004	0	0.996	0	0.001	3
1	1	1	0	0	1	1	1	0	0	64.11	0.011	0.012	0	0.908	0.068	4
1	1	1	1	1	1	1	1	1	0	55.18	0	0.986	0	0.006	0.008	2
1	1	0	1	0	1	1	0	0	0	37.99	0.056	0.008	0.016	0.077	0.842	5
0	0	1	0	0	1	1	1	1	0	.	0.918	0.002	0	0.078	0.002	1
1	1	1	1	1	0	0	0	0	0	53.87	0	0.001	0.005	0	0.995	5
1	1	1	1	1	1	1	1	1	1	68.69	0	0.986	0	0.006	0.008	2
0	0	0	0	1	1	1	0	0	0	74.36	0.798	0	0.185	0	0.017	1
1	1	1	1	1	1	1	1	1	0	61.2	0	0.986	0	0.006	0.008	2
