CASENUM,COHORT,RSTEMM,EMTHIRT,FEMALE,CB28A,CB28B,CB28C,CB28E,CB28G,CB28H,CB28I,CB28K,CB28L
4162,2,0,-96,1,3,2,2,5,5,3,3,2,2
4163,2,0,74.54,1,2,4,3,2,4,2,3,2,3
4164,2,-95,45.33,0,3,2,2,2,4,2,2,3,3
4165,2,0,75.7,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4166,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4167,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4168,2,0,41.56,0,3,4,2,4,4,3,3,3,3
4169,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4170,2,-95,-98,0,1,5,2,4,3,4,3,4,3
4171,2,-95,56.53,0,1,1,1,3,2,2,3,2,3
4172,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4173,2,0,73.92,1,4,3,2,5,4,5,3,5,5
4174,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4175,2,1,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4176,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4177,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4178,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4179,2,0,53.32,0,2,2,2,3,4,3,2,3,4
4180,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4181,2,0,75.33,0,1,1,2,4,4,2,2,1,2
4182,2,0,65.68,1,3,3,2,4,4,2,3,1,3
4183,2,-95,-98,0,1,4,1,2,3,3,2,2,2
4184,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4185,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4186,2,0,43.12,1,3,3,2,4,4,2,3,2,3
4187,2,0,86.83,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
4188,2,0,88.21,0,4,1,-96,5,5,1,1,1,1
4189,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4190,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4191,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4192,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4193,2,-95,-96,0,4,4,3,3,4,3,2,2,3
4194,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4195,2,-95,-98,0,5,5,5,5,5,5,5,5,5
4196,2,0,60.93,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4197,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4198,2,0,50.78,0,2,3,2,4,4,1,1,1,2
4199,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4200,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4201,2,0,33.79,0,1,1,1,1,1,1,1,1,1
4202,2,0,61.35,1,2,2,2,2,4,2,2,2,2
4203,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4204,2,0,72.6,1,4,1,1,3,4,2,2,2,2
4205,2,0,72.24,0,3,2,2,3,4,3,2,2,1
4206,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4207,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4208,2,-95,-98,1,5,2,1,5,5,5,3,3,1
4209,2,0,-98,1,4,2,2,4,2,3,3,3,3
4210,2,0,-98,0,3,4,2,3,1,2,3,-98,5
4211,2,0,77.94,0,2,2,2,4,4,1,1,1,1
4212,2,0,48.2,0,1,2,2,4,5,1,1,1,1
4213,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4214,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4215,2,0,70.7,1,5,5,2,3,5,2,1,3,3
4216,2,-95,45.74,1,3,2,2,5,4,3,3,3,3
4217,2,-95,75.67,1,2,1,2,5,5,1,2,1,1
4218,2,0,76.49,1,1,1,1,5,5,1,2,1,1
4219,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4220,2,-95,65.03,1,1,1,1,5,5,1,1,1,1
4221,2,1,67.27,1,2,2,2,5,5,1,1,3,1
4222,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4223,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4224,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4225,2,0,62.53,1,2,2,2,3,4,3,2,3,3
4226,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4227,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4228,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4229,2,0,53.34,1,2,2,2,4,4,1,2,2,2
4230,2,0,53.55,0,4,3,3,5,4,3,3,2,2
4231,2,0,55.69,1,4,3,4,3,3,3,3,3,3
4232,1,-99,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4233,2,1,-96,0,2,2,2,5,4,2,2,2,2
4234,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4235,2,0,68.63,1,2,2,2,5,4,3,2,1,1
4236,2,-95,-98,0,1,2,3,2,4,1,2,2,4
4237,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4238,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4239,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4240,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4241,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4242,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4243,2,1,66.33,0,2,2,2,2,2,2,2,2,3
4244,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4245,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4246,2,-95,-98,0,2,1,1,4,4,2,3,3,2
4247,2,0,63.26,1,2,2,1,5,4,1,2,1,1
4248,2,0,71.31,0,2,3,2,2,3,1,1,1,1
4249,2,1,65.11,0,2,2,3,4,4,2,1,1,1
4250,2,0,66.75,0,1,2,2,4,4,3,2,2,3
4251,2,-95,69.32,0,1,1,1,-98,4,3,3,1,1
4252,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4253,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4254,2,0,37.95,1,2,2,4,2,1,1,4,1,1
4255,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4256,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4257,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4258,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4259,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4260,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4261,2,0,-96,1,1,1,-96,4,4,2,2,2,2
4262,2,0,-96,1,4,3,2,4,5,2,2,2,2
4263,2,0,-96,0,2,2,2,5,4,1,3,2,1
4264,2,-95,62.57,0,2,2,2,4,3,3,3,2,2
4265,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4266,2,0,93.92,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4267,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4268,2,-95,53.43,0,2,3,2,4,4,3,3,3,3
4269,2,0,56.3,0,1,1,2,4,4,3,2,3,3
4270,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4271,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4272,2,-95,51.4,0,3,3,3,4,3,3,3,3,3
4273,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4274,2,-95,54.38,0,3,1,1,4,4,3,4,1,2
4275,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4276,2,0,71.08,1,3,2,2,4,4,2,3,2,2
4277,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4278,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4279,2,0,56.22,1,5,5,5,2,3,4,4,1,3
4280,2,-95,54.9,1,2,2,2,4,5,1,3,2,1
4281,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4282,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4283,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4284,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4285,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4286,2,0,65.89,0,5,5,5,1,1,5,5,5,5
4287,2,1,78.54,1,1,1,1,5,5,1,1,1,1
4288,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4289,2,-95,-98,0,3,2,2,4,4,4,3,2,3
4290,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4291,2,1,68.65,0,3,2,2,4,4,3,3,2,3
4292,2,0,67.87,1,4,3,2,4,4,2,2,2,2
4293,2,0,61.2,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4294,2,0,59.37,1,2,3,2,4,4,2,2,2,2
4295,2,0,72.51,1,3,2,2,4,4,2,2,2,2
4296,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4297,2,0,46.34,0,2,3,2,4,4,1,2,1,1
4298,2,0,55.71,1,2,4,2,4,5,2,3,1,2
4299,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4300,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4301,2,0,34.61,0,1,2,3,5,3,2,1,2,3
4302,2,0,51.99,1,3,2,2,4,4,2,3,2,1
4303,2,-95,-96,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4304,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4305,2,0,-96,0,2,2,2,4,4,2,3,2,2
4306,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4307,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4308,2,0,-98,1,2,2,3,5,5,1,2,1,1
4309,2,-95,-98,1,2,2,2,2,4,2,2,2,2
4310,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4311,2,-95,30.52,0,3,3,4,4,3,2,2,3,3
4312,2,0,57.33,1,5,3,4,4,4,3,3,3,3
4313,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4314,2,0,37.05,0,1,1,1,5,5,1,2,2,1
4315,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4316,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4317,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4318,2,0,70.04,1,2,2,1,4,4,2,1,1,2
4319,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4320,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4321,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4322,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4323,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4324,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4325,2,0,46.41,1,1,1,1,3,2,3,3,3,3
4326,2,0,-96,1,3,3,2,3,3,2,2,3,2
4327,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4328,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4329,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4330,2,0,74.25,0,1,2,2,4,4,1,1,1,1
4331,2,-95,-98,0,2,1,2,5,5,2,2,2,2
4332,2,-95,63.94,0,3,2,4,2,2,1,2,2,1
4333,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4334,2,0,67.3,1,2,1,2,4,5,-98,2,1,2
4335,2,0,62.91,0,4,2,2,4,4,2,3,2,1
4336,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4337,2,0,61.09,1,4,2,2,2,4,2,2,1,1
4338,2,0,-98,1,1,1,1,5,3,1,1,1,1
4339,2,-95,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
4340,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4341,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4342,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4343,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4344,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4345,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4346,2,-95,69.08,1,1,2,2,5,5,3,3,3,3
4347,2,0,-98,0,1,2,1,2,1,2,2,1,2
4348,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4349,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4350,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4351,2,0,-98,0,2,1,1,4,5,5,1,1,1
4352,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4353,2,0,55.82,0,4,3,3,2,2,2,3,2,2
4354,2,0,73.76,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
4355,2,-95,65.73,0,1,1,1,4,5,2,2,4,3
4356,2,0,53.38,1,3,4,4,2,1,2,2,1,1
4357,2,0,73.31,0,3,2,2,4,5,2,3,3,3
4358,2,0,-96,1,3,4,2,2,2,2,3,2,2
4359,2,-95,65.64,1,2,2,2,5,4,1,1,1,1
4360,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4361,2,-95,64.54,1,4,4,2,2,5,3,2,2,2
4362,2,0,62.4,0,5,5,3,4,4,1,1,1,1
4363,2,0,78.2,1,1,1,1,4,5,3,3,3,3
4364,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4365,2,0,80.45,1,1,1,2,4,4,2,2,2,2
4366,2,0,64.99,1,2,2,3,4,5,3,3,2,2
4367,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4368,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4369,2,0,61.87,0,2,2,2,4,4,2,2,1,2
4370,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4371,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4372,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4373,2,0,70.02,1,2,2,3,4,4,2,2,2,2
4374,2,-95,61.14,1,1,1,1,4,4,1,1,2,1
4375,2,-95,-98,0,3,2,3,2,3,1,1,2,1
4376,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4377,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4378,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4379,2,0,56.66,1,1,1,1,4,5,2,3,2,2
4380,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4381,2,0,30.91,0,1,2,2,3,3,4,4,5,5
4382,2,0,73.4,1,1,1,1,5,5,2,1,1,2
4383,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4384,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4385,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4386,2,0,-98,1,2,3,2,4,4,2,2,1,1
4387,2,1,63.58,0,2,2,1,4,4,2,1,1,1
4388,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4389,2,0,-98,1,2,2,2,4,4,5,3,3,3
4390,2,0,63.36,1,1,2,3,5,5,1,2,1,3
4391,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4392,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4393,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4394,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4395,2,0,69.31,1,2,2,2,4,5,3,2,3,2
4396,2,0,46.21,0,1,1,2,4,2,3,2,2,1
4397,2,0,68.92,0,2,1,1,5,5,1,1,2,2
4398,2,-95,57.15,1,2,2,2,1,3,1,1,1,1
4399,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4400,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4401,2,0,62.88,0,2,3,3,3,3,3,3,3,2
4402,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4403,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4404,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4405,2,-95,46.57,1,3,2,4,2,2,3,3,3,3
4406,2,-95,68.31,0,2,2,2,3,4,1,2,3,2
4407,2,-95,56.17,1,5,4,3,5,5,3,3,4,4
4408,2,0,71.95,1,4,5,5,1,1,1,1,1,5
4409,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4410,2,0,49.66,1,1,1,1,2,4,1,1,1,2
4411,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4412,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4413,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4414,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4415,2,0,54.31,1,4,1,1,5,5,5,3,5,5
4416,2,0,50.04,1,2,3,2,4,4,2,4,2,2
4417,2,0,54.02,1,5,5,2,4,4,3,3,2,2
4418,2,0,44.66,1,1,2,2,4,4,2,2,1,1
4419,2,-95,81.39,1,2,2,1,5,4,2,2,1,1
4420,2,0,39.26,1,3,5,2,4,4,2,4,2,3
4421,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4422,2,0,-98,1,1,1,1,5,5,1,1,1,1
4423,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4424,2,0,67.48,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4425,2,0,58.21,1,2,2,2,4,3,2,2,2,2
4426,2,0,68.34,0,2,2,1,5,4,2,4,2,2
4427,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4428,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4429,2,0,61.06,0,2,2,2,4,4,2,2,2,1
4430,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4431,2,-95,63.1,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4432,2,0,59.52,1,1,1,1,4,5,2,1,1,2
4433,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4434,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4435,2,0,56.01,1,2,2,2,4,4,3,2,3,3
4436,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4437,2,0,58.51,1,1,1,2,5,2,1,1,1,1
4438,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4439,2,0,60.3,1,2,2,2,5,5,2,4,2,3
4440,2,-95,38.95,1,4,4,4,1,2,2,2,1,1
4441,2,-95,41.21,1,3,3,2,2,2,5,2,2,2
4442,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4443,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4444,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4445,2,-95,-98,1,2,3,2,4,5,2,3,3,2
4446,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4447,2,0,73.15,1,4,2,2,1,3,5,3,2,3
4448,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4449,2,0,69.74,1,1,1,1,4,4,2,3,2,2
4450,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4451,2,-95,54.81,1,2,2,2,4,3,-98,2,3,3
4452,2,-95,-98,0,2,2,2,3,3,2,2,1,2
4453,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4454,2,0,71.66,1,1,1,3,4,5,1,1,2,1
4455,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4456,2,0,66.88,1,2,2,2,5,5,2,2,2,2
4457,2,0,64.23,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4458,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4459,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4460,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4461,2,-95,-96,0,2,2,2,4,2,2,2,1,1
4462,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4463,2,0,64.71,0,1,1,1,2,1,1,1,1,1
4464,2,0,65.66,0,4,2,2,4,4,2,2,2,2
4465,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4466,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4467,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4468,2,0,-98,0,2,2,2,4,4,2,2,3,2
4469,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4470,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4471,2,0,-98,1,2,3,2,3,4,2,3,1,1
4472,1,-99,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4473,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4474,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4475,2,0,58.51,1,4,3,4,2,5,2,2,1,2
4476,2,-95,-98,0,2,2,2,4,4,2,3,2,3
4477,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4478,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4479,2,0,80.53,1,2,2,2,4,4,2,2,1,1
4480,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4481,2,0,71.07,1,2,2,2,5,4,3,2,2,2
4482,2,-95,67.69,0,1,1,1,5,5,1,2,1,2
4483,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4484,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4485,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4486,2,-95,71.18,0,1,1,1,2,5,2,2,2,1
4487,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4488,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4489,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4490,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4491,2,0,70.1,1,4,4,4,-98,3,2,3,1,2
4492,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4493,2,0,50.66,1,2,2,2,5,5,2,2,1,3
4494,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4495,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4496,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4497,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4498,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4499,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4500,2,-95,-96,0,5,2,2,4,4,2,2,5,4
4501,2,0,68.61,1,1,1,1,4,2,1,1,1,1
4502,2,0,51.52,0,3,3,3,3,3,-98,3,3,3
4503,2,1,80.21,0,2,2,2,5,5,2,2,2,2
4504,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4505,2,-95,56.66,1,5,5,5,1,1,5,2,3,4
4506,2,0,40.12,1,-98,-98,-98,-98,-98,-98,-98,-98,-98
4507,2,0,67.17,0,1,1,1,5,5,1,-98,1,1
4508,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4509,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4510,2,-95,46.28,0,1,1,1,5,5,5,1,1,1
4511,2,0,44.88,1,2,2,2,4,4,3,3,-98,2
4512,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4513,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4514,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4515,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4516,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4517,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4518,2,0,42.25,0,1,1,1,5,5,3,2,1,3
4519,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4520,2,0,72,0,1,1,1,5,5,1,1,1,1
4521,2,0,42.48,0,5,5,5,5,5,5,5,5,5
4522,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4523,2,-95,-98,0,2,1,1,4,5,3,3,2,2
4524,2,-95,-98,0,1,3,-98,-98,-98,-98,-98,-98,-98
4525,2,-95,57.7,1,5,5,2,5,5,2,2,1,3
4526,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4527,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4528,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4529,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4530,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4531,2,-95,58.59,1,2,3,3,3,5,2,2,2,2
4532,2,1,69.07,0,2,2,2,4,4,2,2,2,2
4533,2,0,47.3,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4534,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4535,2,-95,68.5,1,1,1,1,5,5,2,3,2,2
4536,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4537,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4538,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4539,2,1,79.14,0,1,2,1,5,5,1,1,1,1
4540,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4541,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4542,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4543,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4544,2,0,65.95,1,3,3,2,4,4,2,2,2,2
4545,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4546,2,0,36.96,0,1,1,2,1,2,2,3,1,1
4547,2,-95,-96,0,1,2,1,5,5,3,3,3,3
4548,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4549,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4550,2,0,50.61,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
4551,2,0,77.25,0,2,1,2,4,4,1,1,2,1
