CASENUM,COHORT,RSTEMM,EMTHIRT,FEMALE,CB28A,CB28B,CB28C,CB28E,CB28G,CB28H,CB28I,CB28K,CB28L
4552,2,0,53.35,1,2,2,2,4,5,2,2,1,1
4553,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4554,2,0,52.86,1,2,2,2,4,4,3,2,2,3
4555,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4556,2,0,58.16,1,1,1,1,4,5,1,1,1,1
4557,2,0,48.89,1,4,4,5,-98,3,2,2,2,2
4558,2,0,37.55,1,4,4,4,2,2,2,2,2,2
4559,2,1,64.12,1,3,2,2,2,5,2,2,2,2
4560,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4561,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4562,2,0,-98,1,2,2,1,4,4,3,2,3,2
4563,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4564,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4565,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4566,2,0,58.1,1,2,2,2,5,5,2,3,1,1
4567,2,-95,70.51,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4568,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4569,2,0,69.21,0,2,2,2,4,5,1,1,1,1
4570,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4571,2,0,65.09,1,2,2,2,4,4,2,2,2,2
4572,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4573,2,0,-96,0,2,2,2,2,1,2,3,1,1
4574,2,0,-98,1,3,2,2,2,2,2,2,2,2
4575,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4576,2,0,50.1,1,1,1,1,4,5,4,3,3,-98
4577,2,-95,-98,0,1,1,2,4,4,1,1,1,1
4578,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4579,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4580,2,1,71.86,0,2,2,1,5,5,1,1,1,2
4581,2,0,66.93,0,3,2,2,-98,2,2,2,2,1
4582,2,-95,57.76,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4583,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4584,2,0,60.35,1,3,2,4,2,4,2,2,2,2
4585,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4586,2,-95,31.88,0,2,2,3,3,3,3,3,4,4
4587,2,0,77.79,0,2,2,2,4,3,2,2,2,2
4588,2,0,-98,1,3,2,2,4,4,2,2,5,3
4589,2,0,69.55,0,2,2,2,4,3,2,2,2,2
4590,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4591,2,0,54.81,1,2,2,2,2,4,2,2,2,2
4592,2,0,-98,1,2,1,1,5,5,4,3,3,3
4593,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4594,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4595,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4596,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4597,2,0,-98,1,2,2,2,2,4,1,1,1,1
4598,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4599,2,0,40.04,0,3,3,3,3,3,3,3,3,3
4600,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4601,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4602,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4603,2,0,63.37,0,2,2,2,2,2,2,2,2,2
4604,2,-95,52.03,0,1,1,1,1,1,2,2,2,1
4605,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4606,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4607,2,-95,-98,0,2,1,1,4,4,1,1,1,1
4608,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4609,2,0,69.21,1,2,3,2,4,4,2,3,2,2
4610,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4611,2,-95,50.42,0,2,2,2,4,4,4,2,2,3
4612,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4613,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4614,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4615,2,-95,51.63,1,4,4,2,4,4,3,3,3,2
4616,2,-95,30.26,0,3,4,2,3,5,1,3,3,3
4617,2,0,66.76,0,2,2,2,4,4,2,2,2,2
4618,2,0,-98,0,2,2,2,4,3,4,2,2,4
4619,2,0,51.78,1,2,2,2,4,4,1,3,2,2
4620,2,0,-98,1,1,2,5,-98,5,1,1,2,1
4621,2,0,62.59,1,3,2,2,4,4,2,2,3,3
4622,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4623,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4624,2,0,69.9,1,2,2,2,1,3,3,3,3,3
4625,2,-95,46.24,0,4,3,2,2,4,3,3,2,1
4626,2,-95,70.19,0,1,1,1,5,5,1,1,1,1
4627,2,0,56.11,0,1,1,1,-98,3,1,2,3,2
4628,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4629,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4630,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4631,2,0,62.97,1,1,2,2,2,4,1,1,1,1
4632,2,-95,-98,0,2,1,2,4,4,4,2,2,2
4633,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4634,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4635,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4636,2,0,47.44,1,2,2,3,3,2,2,4,4,3
4637,2,0,70.19,1,2,2,2,4,4,2,2,2,2
4638,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4639,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4640,2,0,59.49,0,1,1,1,5,5,2,2,-96,2
4641,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4642,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4643,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4644,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4645,2,-95,-98,1,1,1,1,4,5,1,1,1,1
4646,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4647,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4648,2,0,69.25,0,2,2,2,2,4,1,1,1,1
4649,2,0,83.93,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
4650,2,0,54.68,0,2,3,2,3,4,2,3,2,3
4651,2,0,67.12,1,1,1,1,2,5,1,3,2,1
4652,2,0,41.84,1,2,2,2,2,4,3,3,2,3
4653,2,1,74.62,0,1,1,1,3,4,2,2,2,2
4654,2,-95,40.74,1,2,3,3,2,3,3,3,4,3
4655,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4656,2,0,30.33,0,3,3,3,3,2,2,2,3,3
4657,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4658,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4659,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4660,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4661,2,-95,53.41,0,5,2,3,4,4,1,2,1,1
4662,2,0,74.03,1,2,1,2,4,4,2,1,1,2
4663,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4664,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4665,2,0,72.16,1,1,1,1,5,2,1,5,2,2
4666,2,0,56.82,0,2,2,2,3,4,3,3,3,2
4667,2,0,-98,0,5,1,1,5,5,1,1,1,1
4668,2,0,94.27,0,1,1,1,4,4,2,2,3,3
4669,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4670,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4671,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4672,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4673,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4674,2,-95,-98,0,1,1,1,1,1,1,1,1,1
4675,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4676,2,0,52.27,1,2,2,2,3,2,3,2,2,2
4677,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4678,2,0,61.13,0,2,2,2,-98,2,2,2,1,1
4679,2,0,73.56,0,1,1,1,5,5,1,1,1,1
4680,2,0,-96,1,3,3,3,3,5,3,-98,-98,1
4681,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4682,2,-95,-98,1,5,3,4,2,3,1,1,1,1
4683,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4684,2,-95,-98,0,2,2,2,2,2,2,2,2,2
4685,2,0,78.03,0,2,2,2,2,2,3,2,2,3
4686,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4687,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4688,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4689,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4690,2,-95,-96,0,2,2,2,4,4,4,2,2,2
4691,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4692,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4693,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4694,2,0,79.64,0,2,1,1,4,5,1,2,1,1
4695,2,0,64.59,1,2,2,2,4,4,2,2,3,3
4696,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4697,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4698,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4699,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4700,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4701,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4702,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4703,2,-95,52.21,0,1,1,1,5,5,1,1,1,1
4704,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4705,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4706,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4707,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4708,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4709,2,-95,59.42,1,2,2,2,4,4,2,2,2,1
4710,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4711,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4712,2,0,76.21,1,2,2,2,4,3,4,2,1,2
4713,2,0,45.91,0,4,4,4,2,2,2,2,2,2
4714,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4715,2,0,-98,0,1,1,1,1,5,1,2,1,1
4716,2,-95,33.79,0,1,1,1,4,4,2,2,2,2
4717,2,0,-98,0,3,2,2,3,3,3,2,3,2
4718,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4719,2,-95,78.35,1,2,3,2,4,4,2,3,3,2
4720,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4721,2,0,-98,1,4,4,4,2,2,2,2,2,2
4722,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4723,2,0,-96,0,2,3,2,4,2,1,1,1,1
4724,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4725,2,0,63.42,1,5,3,2,3,5,2,3,1,2
4726,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4727,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4728,2,0,52.25,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4729,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4730,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4731,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4732,2,-95,48.19,1,4,4,4,2,2,2,2,2,2
4733,2,-95,51.22,0,2,2,2,5,3,1,3,3,2
4734,2,0,-98,1,2,2,2,4,4,2,2,2,2
4735,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4736,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4737,2,0,-96,0,4,3,1,2,2,4,3,-98,3
4738,2,-95,-98,1,1,2,2,4,4,2,2,1,1
4739,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4740,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4741,2,0,-98,1,2,2,2,5,5,2,1,1,1
4742,2,-95,48.49,1,4,2,2,4,4,2,3,2,1
4743,2,0,-98,1,4,4,4,3,2,4,3,3,2
4744,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4745,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4746,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4747,2,-95,67.75,0,1,1,1,5,3,3,4,3,2
4748,2,-95,41.93,1,4,3,2,5,4,3,3,2,3
4749,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4750,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4751,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4752,2,-95,49.11,1,3,5,5,1,2,2,2,1,1
4753,2,0,53.86,1,1,1,1,5,5,1,3,1,1
4754,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4755,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4756,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4757,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4758,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4759,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4760,2,-95,-98,0,5,5,5,3,3,3,3,3,3
4761,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4762,2,0,74.44,1,4,4,3,-98,-98,-98,-98,-98,-98
4763,2,-95,51.95,1,2,3,2,3,5,1,1,1,1
4764,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4765,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4766,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4767,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4768,2,-95,47.11,1,2,2,2,3,5,3,3,3,1
4769,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4770,2,0,-96,0,1,2,3,5,3,2,1,3,4
4771,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4772,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4773,2,0,51.45,0,2,2,2,4,2,3,2,3,2
4774,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4775,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4776,2,0,70.02,1,2,2,2,5,5,5,5,5,5
4777,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4778,2,0,-96,0,2,2,2,5,4,3,3,3,3
4779,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4780,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4781,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4782,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4783,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4784,2,-95,-96,0,2,2,2,4,3,3,3,2,3
4785,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4786,2,-95,53.69,0,5,5,5,2,1,2,3,2,1
4787,2,0,-98,1,2,2,4,2,2,2,3,3,2
4788,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4789,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4790,2,0,57.89,1,2,2,2,4,4,2,3,2,3
4791,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4792,2,0,70.5,1,3,3,2,4,4,3,3,3,3
4793,2,0,55.88,0,3,2,2,4,4,2,2,2,2
4794,2,0,-98,0,4,2,3,4,3,2,4,3,3
4795,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4796,2,1,68.35,0,2,2,4,4,4,1,2,2,2
4797,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4798,2,0,64.54,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4799,2,0,51.98,1,2,2,2,4,5,2,2,2,2
4800,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4801,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4802,2,0,68.03,1,2,3,2,2,2,2,2,2,2
4803,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4804,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4805,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4806,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4807,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4808,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4809,2,0,84.11,1,1,1,1,5,5,1,2,1,1
4810,2,-95,-98,0,2,2,2,4,2,3,2,1,1
4811,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4812,2,0,48.62,0,1,2,1,5,5,2,1,1,2
4813,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4814,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4815,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4816,2,-95,54.05,0,1,1,1,5,5,1,1,1,1
4817,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4818,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4819,2,0,66.25,0,3,2,2,5,5,2,1,1,1
4820,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4821,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4822,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4823,2,0,-98,0,3,2,2,4,4,3,3,3,2
4824,2,0,-98,0,1,1,1,1,3,1,1,2,2
4825,2,-95,78.04,1,1,1,1,4,4,1,1,1,1
4826,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4827,2,0,51.06,1,2,3,3,4,-96,3,3,1,1
4828,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4829,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4830,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4831,2,0,74.4,0,2,2,2,4,4,1,2,1,1
4832,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4833,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4834,2,0,69.01,1,2,3,2,2,4,2,2,2,3
4835,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4836,2,0,-98,0,2,2,2,2,2,2,4,2,2
4837,2,0,-96,1,2,2,2,4,4,2,2,2,2
4838,2,0,47.52,0,2,2,1,4,2,1,2,3,2
4839,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4840,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4841,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4842,2,0,62.85,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4843,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4844,2,-95,-98,0,2,2,2,4,4,3,3,2,2
4845,2,-95,-98,1,2,3,4,4,3,3,3,3,3
4846,2,1,80.68,0,1,1,1,5,4,1,1,1,1
4847,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4848,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4849,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4850,2,-95,54.91,0,3,4,3,1,5,2,2,3,2
4851,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4852,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4853,2,0,-98,1,1,2,2,2,2,2,2,2,2
4854,2,0,61.93,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4855,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4856,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4857,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4858,2,0,39.12,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4859,2,-95,-96,1,2,2,2,2,3,4,3,4,3
4860,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4861,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4862,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4863,2,0,84.01,0,2,1,2,3,5,2,1,1,1
4864,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4865,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4866,2,0,-96,0,1,1,1,4,4,2,2,1,1
4867,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4868,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4869,2,0,64.49,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
4870,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4871,2,0,53.66,1,1,1,1,5,5,1,5,1,1
4872,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4873,2,-95,69.98,1,3,2,2,3,3,2,1,2,1
4874,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4875,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4876,2,0,76.38,1,1,1,1,3,2,2,2,1,1
4877,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4878,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4879,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4880,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4881,2,-95,40.68,1,1,2,1,5,4,1,1,2,3
4882,2,0,55.69,1,5,3,5,1,5,3,3,3,3
4883,2,-95,52.18,0,2,2,2,4,4,2,2,1,1
4884,2,0,60.52,0,1,1,1,4,5,1,3,2,1
4885,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4886,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4887,2,0,30.3,0,3,3,3,2,5,3,2,-98,3
4888,2,0,79.41,0,2,2,2,4,2,2,4,2,1
4889,2,0,51.04,1,2,2,2,3,1,1,1,1,1
4890,2,0,-98,0,3,3,3,3,3,3,3,3,3
4891,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4892,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4893,2,1,-96,0,2,2,2,4,5,1,2,1,1
4894,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4895,2,0,-98,1,1,1,2,4,4,1,3,1,1
4896,2,0,59.26,1,2,2,2,4,4,2,1,1,2
4897,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4898,2,1,93.36,0,1,1,1,4,5,1,1,1,1
4899,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4900,2,-95,-98,0,2,2,2,4,2,2,2,2,2
4901,2,0,-98,0,3,2,2,4,4,2,3,2,1
4902,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4903,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4904,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4905,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4906,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4907,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4908,2,0,46.85,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4909,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4910,2,0,71.57,0,1,1,1,5,5,2,2,-98,4
4911,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4912,2,0,48.46,0,2,2,2,4,3,3,2,2,2
4913,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4914,2,-95,-98,1,3,4,2,3,3,4,3,2,3
4915,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4916,2,0,51.16,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4917,2,0,57.5,1,1,1,1,5,5,3,2,3,1
4918,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4919,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4920,2,0,58.38,1,1,1,1,1,1,1,1,1,1
4921,2,0,58.45,0,2,2,2,3,3,3,3,3,1
4922,2,0,54.52,1,2,3,1,4,1,5,5,4,3
4923,2,0,40.87,0,-98,-98,-98,-98,-98,-98,-98,-98,-98
4924,2,0,71.49,0,1,2,1,2,3,2,2,2,2
4925,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4926,2,0,64.6,1,4,4,2,2,5,2,2,2,1
4927,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4928,2,0,-96,1,3,3,2,3,3,3,3,2,2
4929,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4930,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4931,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4932,2,1,70.22,1,1,2,2,3,4,1,1,2,1
4933,2,0,62.07,1,4,3,2,2,4,4,-98,2,2
4934,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4935,2,0,44.64,1,1,2,2,2,5,3,3,-98,-96
4936,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
4937,2,0,41.68,0,2,2,2,2,2,2,2,2,2
4938,2,0,80.25,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
4939,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
